0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.05375724726	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4.21602556807	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	0	5.42857142857	0	0	0	0	0	0	0	0	0	0
0	0	0	0	7.14285714286	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4.21428571429	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.03739282526	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2.51651345907	0	0	0	0	0	0
0	15	0	0	8	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2.1624212363	0	0	0	0
0	0	0	0	0	0	0	12	0	0	2.62222222222	0	0	0
0	0	0	0	0	0	0	6	0	0	0	15	0	0
0	0	0	0	0	0	0	0	0	0	0	0	21.3732854482	0
